x,y,z
617,51030,146867
9044,31051,930601
9509,26970,783463
4725,56225,829843
245,767,289123
5163,9186,734005
1971,24361,97860
7931,72053,661136
9493,89265,140760
8035,13425,537797
5973,67683,768704
3851,90523,31649
1754,50816,641702
4097,10304,370211
3206,84361,348919
5085,27047,470853
4417,3757,628563
2322,84424,468536
2001,67121,853764
1903,99262,566512
895,50368,79726
5647,34750,170720
7210,26831,984406
7167,40164,776392
150,60571,168752
7887,14964,403263
7292,43139,843629
4865,62871,639439
9383,93243,283085
333,40723,6000
3896,54158,301104
2877,69822,709470
1945,89473,202624
1422,47249,661481
5320,88465,664594
1065,5302,888971
3128,99662,207747
9106,5869,206315
8630,48166,410990
8871,37298,887487
401,4128,450192
1815,35212,938233
2556,31014,147033
8867,77655,372059
623,35080,306484
115,49712,463951
4088,18898,761561
6938,60275,173429
8320,73567,621698
6114,98566,226540
9509,99151,734356
4832,6291,958932
5027,24117,270012
5000,91259,858613
5396,40903,32172
5674,26023,843075
2099,6293,100069
5356,48690,274471
7328,20847,324707
8611,74367,881997
3315,19561,785350
9617,28631,144806
7673,51889,126595
9359,66860,479697
4966,93636,524859
240,49511,910264
8979,75583,546151
4379,84871,353324
6997,37866,823149
4825,82228,21506
249,4543,880644
67,28577,580328
6974,34823,39147
7530,21548,254342
3423,94203,9635
2625,77444,283442
6398,55280,678574
2297,68917,683324
5871,41872,46227
3916,56468,880431
1366,87438,380429
2440,51127,184291
6077,38914,913203
4551,89202,229577
4940,67398,534259
5191,2719,320424
5175,14584,129924
4110,61209,868970
8659,65138,89671
6137,444,260037
7478,11300,301698
1210,68048,396763
9249,16827,261530
5024,24109,471677
3141,41122,979189
8077,15091,453080
6756,83034,871052
5017,15948,236113
1623,77478,880158
584,13698,342624
1925,53535,224291
3409,49320,640373
6410,6034,778167
5240,1998,527561
4880,21171,317671
4306,95879,882375
2934,28707,276963
6912,39083,540368
1148,40933,325175
2978,55964,539983
9272,96949,431933
6565,75949,962929
2338,31729,42133
977,70669,584389
6734,1738,84534
2923,91759,891976
918,53902,440116
9025,51512,692645
9701,85163,819547
9883,34496,187120
8877,80363,49472
1018,99662,566485
1293,14839,479697
5235,45096,362448
8004,94764,272833
7829,9995,350355
5756,37427,418419
8265,79153,183466
8042,97504,22187
2326,33364,658448
7636,82015,730234
6074,74853,370811
1859,22822,961084
2343,49423,259210
713,82261,640080
8027,53471,334924
754,65491,432376
338,19128,290197
1319,18694,985065
5097,35779,88107
3645,35143,546575
7494,27681,376637
8245,77168,621230
982,94422,161140
1931,19590,244038
1213,29712,262608
7433,56119,684597
8518,81717,111333
8473,51798,858707
2529,53691,613817
4772,14182,183645
8355,37468,141444
9472,64560,34934
8999,56742,723857
9339,85261,170757
2927,5454,520956
1166,49504,418423
5392,82597,69567
5119,92658,984079
311,59885,683403
513,8302,749812
7294,770,999364
4817,93705,59062
6316,10898,823708
1259,52182,947425
23,28750,762101
1111,74117,839013
1316,59615,211669
6338,44704,654039
1767,44989,941767
6757,31385,317861
6570,41857,454265
8674,24435,79742
991,28654,291009
6713,54008,564319
939,38197,321159
5774,77950,342691
1336,86375,622953
9879,65056,542978
1022,5921,201516
135,32410,617984
9118,72751,294388
1311,44549,108785
2541,66380,184378
3840,45693,470285
9670,56087,984929
3372,39511,588795
5595,25947,860296
2400,98488,959057
129,11240,594862
279,89903,927998
7837,99239,326533
325,67980,141884
5166,25540,966038
1498,4343,892435
3741,55277,197888
9383,96880,496125
4527,82743,987030
4902,46095,698050
8418,24418,651579
3119,82924,408277
4767,56575,48164
3425,52895,130525
7848,80051,85280
7409,18467,284495
3534,4385,787702
2680,11522,202717
9696,38020,688301
8014,93238,781378
3457,87880,282161
4737,96904,135493
731,92915,298584
5834,70045,152986
883,63873,321994
9785,93273,879796
2218,76758,173802
6649,10033,131814
7453,71665,72873
7031,4795,397045
6123,21009,823182
1050,10863,607624
8710,12810,845584
1280,7471,877724
7469,37915,674063
3796,34935,586895
7911,88037,78966
7561,7650,425218
5294,39056,784128
6520,96048,144816
4719,73718,553704
6217,64275,926113
8543,80388,493055
8716,46632,87768
2108,9344,519566
1833,27033,700899
5161,6765,900433
340,44024,670053
977,3033,224018
8813,24575,726330
6146,84553,907118
673,33618,509963
6094,4642,706260
4711,57114,617106
574,71452,891759
7785,78260,678768
2004,66187,360704
7385,88918,395585
6573,7272,150650
232,52794,104430
2344,28089,907190
9431,32149,970194
8258,68627,565970
4571,48817,948511
4693,7038,635871
8975,86206,579287
6496,84638,708396
7085,91996,867652
1512,46265,251163
9759,46711,340428
4807,34062,178267
4874,93586,237566
8810,67301,86877
9706,3535,371646
2806,45565,301743
8237,25742,515754
4061,73735,389099
7200,11505,42663
443,21690,124816
416,42340,601075
9507,19465,305240
7652,49555,377472
2717,36614,644553
6726,7365,344066
1523,46341,851003
7299,17528,699190
1203,37697,464944
1652,85218,262831
6078,96204,908134
8490,58968,18415
9528,92456,250621
8520,42843,470783
6102,72073,450049
6034,30990,67890
5520,74368,787024
5626,29920,17460
9370,38067,142591
9350,22228,406954
5055,2442,244349
9838,54113,673699
2484,25436,440169
6470,7972,633092
6817,70014,77469
3291,52095,968128
9021,57082,771070
2097,78407,155421
2617,35305,397415
1356,2955,547651
9964,64933,710248
4944,55460,727869
5159,99204,717607
3767,44762,40967
989,6819,246752
8068,40206,500077
8214,56329,713895
9162,58398,370501
9826,3615,746281
6847,97271,286089
6557,28248,98824
8502,75849,742408
6840,1766,573092
6967,34843,918006
5770,35352,629391
2089,15617,978382
1723,94166,599723
4443,62701,424941
9075,61477,444828
9712,26679,983670
1536,60404,944171
4742,72638,746216
1459,92254,149232
7791,13892,207370
9404,15111,726548
3359,68966,47641
3626,69555,411966
3986,32487,843216
2228,49886,230589
7166,27367,3295
9599,93459,729063
2732,20582,520010
1649,5729,905799
9351,75332,984389
4799,43716,955784
9040,80291,436309
5730,18056,460050
55,96200,373973
6976,53351,887283
4252,35620,875039
9623,51864,276806
7150,70521,289518
1031,16510,393074
6557,82219,753737
4549,69572,141163
8233,53199,274530
548,66480,249197
6345,73985,291638
8771,3827,284217
5951,21755,362531
2912,46072,284570
5957,29835,575042
3780,69082,159880
7709,92602,35374
3049,70927,398196
8856,95457,838156
7610,35155,351175
9335,56040,924688
3776,45890,139988
1657,95341,593956
4024,56458,324868
9765,75756,569170
7525,13482,993620
9439,96822,718911
2165,48071,889099
3500,74247,720160
5952,98634,927024
7592,68776,867559
9635,4486,721823
6565,10821,460922
8509,61367,609529
1713,51611,613375
2246,93305,778712
8449,60841,135147
2506,34940,618094
8687,10084,767010
9609,61846,426676
1021,84049,561434
3115,10925,921141
5895,23617,635361
1318,69044,510596
8783,40422,868793
4146,35982,149364
4375,14864,989313
1869,39640,614770
24,20071,760388
1146,34358,225431
4195,87529,334787
8141,38274,888952
7109,89834,116391
1969,85695,344087
3411,30812,697690
8220,53970,73670
3172,1784,174794
3828,17379,192416
5447,36644,601584
4200,95169,181311
7118,56830,935055
6343,82234,522166
8440,28480,722708
908,96901,363838
4410,55356,279495
4106,72598,24981
3859,72920,89492
9876,78932,234293
4668,18616,180332
2991,10430,425125
3435,8718,259952
3256,60130,492828
9895,24461,75949
1575,92961,211034
2263,38487,775047
4009,97130,710389
6498,68647,20986
6878,21677,353130
911,99754,155157
1534,71832,623442
6225,53778,715921
1171,80366,966943
7262,91567,2682
3192,52812,978968
4742,80790,287500
5081,66726,339150
7296,12968,661166
3968,76054,172272
1657,43475,548073
9783,3086,592202
9741,67928,510014
5895,20976,43043
1698,39156,980062
7596,41341,154070
5096,35449,598380
2036,6061,770627
968,24227,777443
3074,2779,417488
7316,8717,880503
3668,51494,582349
6675,26092,745703
5979,78877,571999
8378,10653,287004
3950,20075,390841
2906,66680,594147
9558,57690,283763
9658,909,58204
4384,6213,158729
165,54821,910662
798,2149,723670
3608,58522,925740
4475,73750,265287
5297,81928,348808
6453,17487,949365
3752,95370,663551
5008,66219,992468
7789,81359,683467
480,88418,631505
3960,61525,942438
6570,32319,345938
6769,98363,516064
837,76566,825249
5304,81956,946802
2490,85847,475532
9899,82131,575899
5759,31058,128602
9354,54200,975052
2270,1256,833667
5210,88294,851717
5007,22975,741853
5842,32270,453853
8408,89578,854808
2911,33203,124050
889,60323,920944
9591,56564,818479
8760,57237,848738
1712,83981,129645
2420,74839,946616
324,889,926351
6693,24474,340247
3880,91407,859209
417,80629,698270
8742,54442,612704
8089,35178,856081
4989,61250,998253
4317,71015,33499
1750,63809,980664
8682,64395,794970
7062,57518,281290
9629,43268,148073
5553,78539,329958
1716,49246,360090
146,21756,129222
1675,98004,184670
8987,48058,797836
2569,47985,870236
4220,35315,214799
5582,32312,863606
4758,26454,270602
460,83859,429039
3012,16495,748686
506,96676,633314
2251,32776,34886
3986,40483,515726
6120,8213,318494
3975,43569,324924
3073,43329,95906
9960,70843,350687
8004,31233,652829
4537,30144,784941
5799,63857,59619
8258,67027,903542
2148,16262,356482
9816,62791,526695
8740,98487,546228
2941,8040,541495
5914,65456,881422
9433,24997,865665
6163,65079,837661
5290,37749,297244
5859,57719,999838
6845,63555,663682
1240,2938,227297
5812,44139,250442
7279,51649,427981
9406,46050,560378
8942,12932,473649
7499,74889,307621
5014,69763,236845
8169,22251,130255
5436,63525,651904
8100,90294,531097
3242,36968,876647
890,45455,727465
4375,21930,991246
2743,35977,111439
147,29461,80342
4034,88885,852382
8776,67349,754758
8420,16938,196
8179,92486,864314
639,78025,361041
8960,14131,327833
9347,72836,504456
3269,16690,1195
9247,2799,647613
1232,72348,856941
6766,49008,551474
2153,60696,533138
7369,79496,437633
1007,21503,489244
656,29,491881
3606,26753,559149
4568,54776,504031
6309,3040,358014
7617,65812,979429
8514,25833,145741
6520,79341,997941
5402,7801,763180
2090,84050,332634
7275,463,358834
409,4828,972865
8376,92185,999634
9493,27469,21041
2733,55427,218804
7806,42946,978142
1327,47247,428768
9505,69652,371567
8229,37771,222408
8503,58597,288993
6745,72076,722576
2943,2188,706583
2878,24002,606214
6987,42167,529833
5991,55270,759648
7365,28104,792384
6032,14693,198317
6071,89204,372902
6224,87703,189297
3990,35365,294324
3027,17336,644180
6924,12667,725797
1541,30813,474357
3711,14199,650974
3238,46112,673098
8577,3864,797622
4480,95254,525161
4237,83003,524598
9562,50149,781160
4785,87188,859825
3905,2949,838425
3967,75485,451877
8783,55445,693055
5535,11134,115069
7930,64579,799669
8677,49758,372527
1214,80795,860966
4694,29655,508614
2724,14569,825509
4205,20377,718883
7547,62489,225548
1206,75790,260222
3379,90423,953165
8421,61172,483814
5732,76948,669285
7080,86673,372620
8048,39654,87288
1883,55299,17079
3101,43116,940275
5380,94211,710191
4678,29652,850688
4952,13669,912096
1102,72701,944687
6286,49552,343924
6691,68058,381185
7427,91535,584585
4264,67361,792716
3192,51112,654320
9274,66217,838816
4724,32083,90196
4966,90246,297369
7771,29287,422996
2478,62668,990837
3265,52434,732526
5133,27079,540673
4323,13462,546961
99,64238,436835
3163,86882,679836
4547,50189,198691
3046,68186,618883
6953,65438,802215
645,81092,337955
1454,59313,977897
1495,76688,533338
2060,5802,324825
2365,77033,525117
5665,81421,289404
4758,54424,167112
6515,73000,840467
9075,85370,843521
5055,630,777954
5920,27782,222324
9792,83278,218799
4328,73325,243827
4465,32897,39445
1075,34580,632635
133,60498,731583
4453,95496,891973
8272,59398,592401
94,66693,230402
8667,95221,497747
2406,91633,60095
8883,87617,182265
7549,19800,120332
4748,84984,609644
3863,49733,601847
5418,58420,337212
5711,910,530354
5192,59182,6229
8744,51615,809206
1830,18211,373737
1697,41651,688743
1293,40291,488722
6518,49350,367759
573,67343,688644
6717,80323,83717
3092,56188,119108
9808,98842,890654
1682,30453,389260
1402,4907,898299
7055,80833,816074
1264,15102,341882
2199,11895,947000
1652,5862,908359
9337,65184,321268
7032,93786,710716
6796,65743,804957
398,97420,463942
6115,35698,83338
2083,60035,273635
4293,66689,990032
7727,48578,395053
9334,79214,172580
4314,24561,142914
221,14954,41483
3681,42575,959870
7820,1477,666582
6235,44689,145293
5653,54087,385071
6960,27604,180113
7533,82661,358148
4165,47888,818544
5562,63765,69323
3550,71209,854363
4558,86354,566821
9233,29741,397821
6823,58997,447154
8570,97348,216387
1479,72275,649340
5076,97679,873621
2671,1433,507474
482,49680,515534
169,17997,474541
4705,9821,899809
2802,96902,598732
3898,70026,900066
3847,80214,993708
6552,45723,241914
7980,26770,923811
2912,62519,85346
589,62628,586025
5955,92403,928215
1302,60271,360585
6770,2945,925150
6365,88521,503306
3516,64310,345917
2741,45788,448944
245,31500,306072
6923,66991,279162
257,67991,195575
5201,52522,5616
8876,21063,195373
7841,77150,104580
8306,12870,257612
8206,74730,995877
2767,21564,486687
6278,74156,399774
9132,34744,357236
8274,2508,480635
1536,11990,110188
1132,14986,365271
7986,50955,727059
40,27510,650491
7144,16373,60306
3854,81293,943980
6088,81179,155673
6715,14074,269407
5136,88326,720752
6576,7173,464660
6227,80388,24200
8563,23947,276224
4298,58133,932826
5683,99662,353973
3570,28327,673960
8016,26203,808051
7857,86288,523712
1737,71759,801040
5829,42531,706599
1917,98869,631445
3696,73056,618222
8408,44005,320017
4548,93049,647042
3473,86534,980083
5420,28144,805836
6247,62395,519809
4719,5577,493442
3090,82340,227543
3095,14371,15698
8195,6136,971077
4585,10713,802229
7603,85301,777753
9610,66299,249593
5078,62996,47202
3379,29526,720195
7863,30504,47525
6142,33888,154258
2190,75882,510353
6630,29368,793034
9856,5623,753011
7507,72027,31362
6203,15209,387648
2501,13878,758137
2850,19243,30239
3869,39231,837766
6813,44537,833747
6794,72772,63299
4364,36621,582250
276,60669,150563
6309,1489,183205
9158,25096,749061
7326,21952,5598
3636,78991,455891
2661,13002,281078
2999,51687,984328
9768,62046,799635
5971,59783,229505
5615,8077,577531
877,10317,289039
6279,89586,443867
9628,69922,366450
4902,57923,170700
5092,37341,843584
5220,13239,211266
9466,85988,9067
1976,49998,37511
865,89213,264998
9616,66480,846868
8735,34841,584784
4441,75609,616005
3688,35160,420761
8677,37225,260314
4530,75211,595886
9534,25468,700606
9002,30314,172577
2718,78434,844575
9842,13338,69870
6840,47882,391575
145,57480,981071
1416,71156,931838
3816,48485,399164
4925,98759,147022
9177,96686,885796
3451,84814,553189
2929,24182,678090
4110,70906,468605
7028,22447,665057
190,43122,593350
7131,1164,173236
4088,29871,787597
462,8417,703640
3918,29975,204301
8261,23777,134948
7889,93591,54194
4904,93746,428922
421,99773,923345
4406,26447,272404
1203,53796,43591
7401,97315,110224
8361,60770,216312
9138,61656,692138
4928,38636,386995
514,11570,667536
7865,55199,813455
7756,76102,523531
9887,96356,974642
1101,87436,381404
5161,89032,720492
9795,31702,204969
8189,96359,604846
1364,44387,768567
6294,79343,939787
7097,52903,461441
1257,24075,75790
7685,4991,1647
993,25570,13757
4736,68087,878254
4723,79568,228371
2162,86989,295640
8018,32352,573998
5396,21818,404123
534,76549,623105
650,97266,313942
2274,35914,235945
9326,45909,992059
7558,51427,320086
7356,84049,810999
2575,3090,811505
49,99529,956709
9758,89259,883129
9558,24436,788575
2495,33076,207712
3560,79504,700181
2647,70950,386573
5775,81873,62951
7711,57860,536486
974,41731,499546
3176,87972,749651
8911,84958,724251
6201,91264,361515
9343,24943,310299
9577,46531,828262
9975,24402,144855
3166,48881,968821
233,13671,997054
2627,61210,791169
8566,19912,545767
1021,88406,270904
8627,5292,138873
6742,44698,186446
5052,13071,125645
1255,45325,672780
3000,71467,566406
2851,98929,417538
4987,82853,519472
517,10879,624375
7410,56250,541517
3266,65496,328975
3251,1887,949236
1358,19947,175311
6141,4697,78566
3138,60922,1294
1110,50877,175036
1421,62158,68860
4620,2194,507700
1468,95375,478331
7906,71032,2946
5080,2195,517884
3937,25699,139983
9741,6219,546051
6220,4036,656704
4361,75091,268627
9298,50806,872189
587,93582,307726
8675,34039,496205
1372,49532,583514
3113,33837,388763
9987,7484,433100
3534,81417,209433
4641,89401,662182
4216,43624,154649
2564,69335,108810
8155,79871,265749
7130,52926,717901
7144,97398,348132
6978,18574,876134
2095,14196,189251
9781,56467,111345
1964,47007,892334
4852,25613,293893
1832,76351,798858
1330,29077,730820
6360,64207,416237
2247,75571,267576
1119,15261,967863
1326,47039,601950
4561,36837,507628
1304,5080,874447
3011,16133,824035
3932,3969,23550
3293,37956,685640
8384,57511,638580
9690,41462,935631
5988,95945,722753
6425,39354,139485
3546,53054,93275
9202,27485,917267
2547,86672,546359
2024,18689,367447
9539,71227,934024
1426,55165,169026
673,92767,985222
379,37545,501735
2724,25006,628382
8848,38064,896324
1392,29516,273550
7358,21227,27253
8291,26089,556823
73,17569,236114
8618,63732,558129
9193,52477,752914
7161,88761,761701
8410,14954,786308
1340,11326,617683
5664,60113,795837
7793,24713,293691
717,53394,154459
8298,79520,393228
260,41130,640581
2395,35871,801877
9221,4605,605471
2044,50717,97591
716,33306,408908
2896,6409,424479
1881,10415,244500
472,29992,77531
3945,54685,249744
7339,46406,110210
3781,7952,932373
9557,91949,219955
5130,21060,802575
6214,29524,761696
8378,77352,96656
8488,75693,746080
1434,80988,907612
1861,7425,250161
8285,37893,784225
7548,41455,439306
9740,38071,148390
8826,81534,447261
8797,49245,17285
4835,16119,641965
9609,94191,971827
8396,74606,143015
6080,32381,350060
7604,25258,864463
7901,7664,191292
7310,82558,307533
2030,59930,283346
9116,87168,364455
3138,69430,375071
2096,98642,582585
8519,44084,262977
6329,67085,203888
1136,79576,575265
2383,57343,680367
7293,2473,765324
9132,11205,838406
5051,77989,15695
1444,67977,971198
6507,65286,626568
2673,96862,44541
9229,68752,84993
6033,81900,755532
6116,56384,832754
1038,39625,302667
3820,77790,643126
8378,38144,621533
4308,6726,91462
6047,67323,508595
566,58643,623092
9795,53401,997853
6012,4199,222926
8425,44973,423512
8731,56609,879247
2203,19778,817888
6988,84198,970739
8653,38867,455121
7886,93013,371421
7142,93068,433980
7512,48764,662286
9233,55705,411449
5588,99345,703127
3821,12591,149033
249,13869,570822
1320,4984,797180
160,10568,927664
2405,6803,933365
2883,2052,996521
7092,82705,12288
8124,58435,299431
3916,19702,178595
8299,73711,736386
6429,86918,38132
5191,29849,386404
166,20122,41073
7971,78823,973683
59,23007,786957
5681,84668,658884
9764,54886,598740
816,35910,372677
2773,42452,13293
6188,77002,685771
3975,22614,706529
1650,269,341550
3606,90531,846165
8043,68746,22386
177,14686,160710
5493,48798,493253
599,87263,155833
4845,52283,663649
6523,86642,226915
7818,20489,283776
4646,6238,603812
1383,86080,843719
4739,53272,258809
3489,44273,251244
9998,24500,129805
5054,50162,664893
8964,56522,131324
8100,47088,285756
1923,54855,105690
7136,65800,803420
5477,13507,695686
7198,90548,789173
1840,6584,232517
3714,38680,354384
5141,5107,542861
7558,57797,795114
1045,52513,881152
1629,51168,350729
7900,57735,117072
8217,29624,187984
6462,98698,701129
3954,6060,744708
7813,59866,876318
7939,71719,630469
9834,43152,565064
8199,65848,152998
1410,73446,943487
2228,95903,881474
8309,32161,984644
2331,52176,926348
8586,15593,717860
4839,15452,216668
4605,25102,238923
6053,84947,438476
3584,36691,422691
1999,70821,712853
5470,75760,960060
2291,74709,780351
2028,87270,673089
134,14314,38743
7904,23986,633913
9818,8639,541470
6706,14308,215792
4618,31166,759769
4613,13340,309333
8327,11077,681996
173,38988,422888
5259,49156,901733
9191,77016,206112
7571,82304,973645
3186,90353,640043
4654,50984,437296
6590,55943,610985
8797,92433,84300
8018,42915,101413
3991,86809,985487
4749,27844,892280
6133,11112,314072
9718,55600,846831
9922,59101,510136
4624,11241,221871
996,76461,968069
5557,18809,375046
6419,21599,144839
1347,45879,61616
6023,32479,398234
9166,57509,167683
1545,18811,40991
703,20454,998171
6047,2619,719619
6684,59450,564299
127,39581,175227
554,45497,268342
9917,43735,525205
3535,74223,635150
594,48376,14333
7696,37822,449003
2508,84527,921175
8428,42365,770935
271,34924,397182
8569,25909,228909
4063,51363,223702
747,54314,770800
7642,42473,820328
7518,3437,448853
216,58847,269009
3141,99185,984789
4559,30152,560398
169,41755,125038
477,95152,285609
8432,43022,238879
2758,29979,417275
8991,54901,922158
6901,47472,333360
8963,27786,426764
943,82901,297067
3542,15572,783271
4474,19305,898196
7727,29340,578233
7434,70402,79130
785,86191,576159
6533,33014,53964
3614,24318,593686
7857,76804,80579
3776,63173,569002
7283,25044,953526
3752,68780,564883
6386,17256,47160
2108,24651,662674
2640,5071,869362
3156,31877,687777
2187,1557,469301
6510,4366,117845
2808,39306,389473
4425,45780,45048
7197,47130,462283
1488,94362,165025
8176,34894,169115
8390,62128,755575
2756,55904,373809
3769,76463,964680
1704,29327,345791
6313,4182,733287
4344,21499,925895
2972,64796,729796
5717,52968,711247
2353,65033,29911
4437,98630,460350
4140,77840,774268
6979,84250,465000
1155,21764,129919
3358,26062,27160
9884,39805,650071
4488,29550,697677
2515,39625,736688
7679,38987,819993
666,93835,764592
7459,38813,472005
1514,91844,791453
7573,95863,527214
7658,74175,133219
3026,39833,487051
1698,99290,448107
6265,47751,831360
8365,13471,804945
5342,17627,424313
8639,77461,182321
532,21563,142376
5532,13502,834734
6940,9634,585424
8977,17410,158829
7117,49097,912841
2524,54166,727069
1454,64850,130669
7454,3245,296480
3778,88145,67632
7471,90336,167752
6673,72702,351411
4024,7051,397653
3687,87047,762375
9215,64085,254433
1129,8157,840615
5878,99905,724447
5113,5322,398273
263,6151,887321
745,71020,98087
2195,28215,378820
5003,69306,745095
3605,12638,645069
9686,87121,959745
2268,10177,261957
7555,94920,23497
5448,52158,721972
5991,3802,421663
6733,1295,944465
6947,42767,808865
2255,69156,731050
4094,265,485741
1523,80029,50378
6631,30825,951333
3022,79340,639645
149,52113,101976
6719,56351,639819
1099,65563,93489
2476,9042,314942
9635,85252,413413
1654,9072,842560
3205,84490,776027
7356,38782,568141
3757,75942,832961
6503,82550,793998
2064,28356,251741
8073,5088,79046
9357,36802,350725
1315,96993,66219
2995,38961,564003
6172,87149,523966
6611,17594,837683
1960,23314,225926
4660,20942,737963
5278,4738,127214
9355,11602,864908
3770,32794,897247
502,79108,537941
6277,75002,109507
217,9747,73167
566,81563,33949
5142,37567,297362
3840,8317,406439
2616,58948,256023
1767,27038,177192
1631,38556,758144
2143,71508,899970
9868,24880,937343
4082,30273,492725
4748,50167,806658
8706,32930,307676
5415,44218,48858
6657,2132,375189
5985,36348,932822
6362,96072,392184
4254,82458,828579
4582,12334,188218
9136,7392,536377
5667,41299,160010
9140,52351,304189
162,31229,545665
6655,89291,561116
6503,75784,887852
2729,74367,754653
3903,44669,490455
205,27014,599056
1521,11717,786078
4293,52696,339893
2287,86415,737810
7505,68215,149620
1995,55167,30760
2110,6135,906239
4071,16612,253312
5335,5602,613236
9867,99030,870275
4056,27158,764292
5977,16114,334739
3394,77291,688163
9162,17037,445527
6701,95104,979011
7730,62379,856555
4520,93723,993856
3547,79208,243929
2105,27360,208366
148,70297,994255
7225,71242,514844
1422,19220,196321
2410,73641,32896
5673,17764,499700
9113,81226,363913
2475,26328,432810
9574,25286,778066
1616,17354,169318
9901,28292,209595
3941,90954,969590
2800,488,229046
1341,54460,569231
2344,14138,329462
963,36560,130839
1333,91740,125061
3483,51584,2403
7861,6993,335047
276,14845,438031
1860,66760,699648
7888,43701,384376
708,74447,462111
5606,97670,671111
4451,34935,983593
9834,18652,25112
998,88609,570000
6585,88432,336996
3018,16067,486673
6686,8024,613827
3390,29891,611192
8522,30426,201435
7162,16409,167209
5935,57766,396797
602,69925,945890
1032,87118,264370
2836,86629,743830
9375,14436,331404
5904,98304,720052
6032,65433,350153
4011,89279,139783
4732,15369,777741
8895,61983,376430
7617,81552,644049
7249,14756,679918
3012,43649,239372
5894,53852,289058
9644,49030,762628
6092,68182,541488
2010,29464,23908
4222,70268,60681
6895,7304,174076
7652,98050,884532
3771,74251,156771
7910,77819,582053
6325,14012,490950
403,60564,303750
7230,87152,451097
5454,68424,702369
3981,68422,858492
1999,55773,899612
9601,35696,98247
1934,84436,619194
5487,37246,556425
9152,17966,782138
5546,4525,556332
1522,45961,763205
5488,25734,382936
4204,43086,715213
9544,17663,53548
4929,98440,573638
2258,67551,566449
4385,73223,726151
9435,90171,969482
2313,21630,427064
4581,60351,423620
3359,91302,946646
9793,28494,368950
823,97600,913011
2167,62996,296715
4890,26666,334328
8237,66441,991839
8153,11530,90285
876,44929,587732
7889,64179,855790
3628,97546,177389
7230,41014,930480
8118,16506,59916
6957,61921,430305
3291,38044,63614
7964,34579,588700
4818,76016,876438
6635,16139,937111
4931,6858,163680
5518,58275,571875
1869,97065,156758
690,71049,914343
6994,67539,33701
3753,12098,942979
7855,77849,770302
755,77975,357075
5355,21142,503903
68,39767,622262
5388,53604,78069
7502,1906,77257
2588,14081,491085
7885,51402,380258
919,92138,550611
9571,40744,307504
5164,80593,2675
4021,75327,392738
4449,2522,440470
9642,76208,687994
1977,75641,255465
4703,98151,671074
3396,13213,384098
8686,13042,991064
7424,57798,213496
1323,26808,661371
1681,29890,354521
9396,39243,570868
3451,58530,592622
3393,68703,947273
3593,66716,904782
9836,25536,157092
7989,68536,332730
5632,99055,394298
6589,57963,807003
8482,98456,317664
7053,88173,692191
6761,17194,978069
6720,51399,799754
9923,82255,694434
8520,91561,615438
3836,20405,808567
3062,44187,436048
4526,64468,877428
1891,86192,59527
9873,85236,915441
2969,82668,694368
5355,55476,132666
1896,41788,608223
3008,27182,124567
5795,1503,609339
6329,77620,572471
6074,67255,179686
1265,41598,301604
1171,11436,711717
2841,73290,270837
7094,92097,263671
6849,39674,658072
9330,46431,390866
7073,58155,680844
3867,65646,305998
9654,9150,674561
7542,42563,263558
7107,16550,469332
4548,70480,634102
1943,24108,730099
9910,88867,752147
7598,53155,988685
7941,21507,266754
1564,86879,712940
3940,97668,281057
2451,47994,910725
1748,88346,576346
7690,14408,210956
5997,59201,408002
6001,58070,639793
319,74977,117201
6170,29495,543971
7084,94542,13153
267,44410,120095
1242,14875,173553
2269,92454,736541
4053,89582,360602
8296,77688,122690
4516,80202,256847
5389,85054,757830
8527,17893,176652
4422,80529,772155
8271,87963,162129
2416,83142,736497
1009,59001,93671
2409,76722,529792
8179,50668,836440
9728,44533,954703
1031,39628,459877
9834,83169,614808
1165,14674,966924
4915,22879,126451
7065,8418,135147
4653,86978,553165
3670,86265,683475
3425,56471,458623
5455,20256,158040
31,59704,696730
7044,25466,690344
9638,81460,554717
642,59736,919634
1537,28734,501319
6993,87528,864883
8559,55633,988409
4063,76782,256021
6564,37366,444345
5365,1515,504065
3201,99296,796339
8791,32883,119263
2829,92147,457935
9392,55762,753666
1472,87975,119098
4215,47852,569745
6273,79586,750242
2800,22819,60917
1907,24039,248998
7308,70550,913425
9249,24100,649338
5172,68262,2057
9627,69871,31521
5473,10649,19564
8783,89633,780618
1605,8179,139990
4781,34416,133108
8934,63299,797171
7433,39827,64224
3207,15227,174374
1719,62589,653350
879,45093,608815
5569,25758,730518
8741,58168,608069
9962,84327,506615
8756,49225,68881
1635,41338,498310
7920,32915,656699
5598,25415,441341
4786,77834,904354
7458,53638,749350
6686,94302,901257
722,5544,78641
5415,37616,637889
2877,77175,807285
607,66584,415414
4614,59291,261730
5473,38443,60845
7841,68488,12946
3093,95489,876000
3339,47834,217793
9538,58978,631363
8843,60964,301383
97,72701,433618
8918,79194,522531
3506,42669,783393
1041,76438,907048
9793,55402,218430
1894,96484,868710
9121,46011,517454
9814,17796,460448
264,48370,815758
5947,93476,95035
4002,10106,221655
482,64854,140335
5348,45459,966687
9159,21425,384456
3273,49420,53041
8428,75224,237144
3114,89006,263871
4319,53414,368186
1819,41557,903928
462,13418,547255
5109,67004,357673
1499,81004,494888
6177,59865,213663
4085,16410,567570
7483,65095,49181
2068,42299,165365
4041,9303,299861
8889,98203,258329
5786,18069,549152
